Strain,Stress_MPa,condition,nozzle_mm,gravity,run
0.01669088966463154,3.8228691175580054,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01669088966463154,3.851739890873431,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01669088966463154,3.8813915327191304,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01705367142500952,3.90937424451113,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.016973094975227417,3.9401916578412055,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.016973094975227417,3.967005164921281,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.017295626057989316,3.9962947919964806,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.017658482912913078,4.024552161991593,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.017658482912913078,4.052370078861719,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.017456854052095294,4.0832805708050675,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018021264673287046,4.108993156254293,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018021264673287046,4.138800056278706,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.017981013995670966,4.169528205692768,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018182567761938957,4.195423515141005,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01854542461686272,4.224627692997456,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01854542461686272,4.253727348148818,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018384121528210954,4.27925949841738,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018988857921564718,4.306910331547256,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.018988857921564718,4.335232932865618,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.01874697838313486,4.363554771244531,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019069509465892604,4.392174156010156,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019351714776488484,4.41877365857363,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019351714776488484,4.443202979862693,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019190486782382502,4.473160941898818,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0197548974035744,4.50009613782168,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0197548974035744,4.527459724247455,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019593594314922493,4.554983909428119,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019996776942008267,4.581924064457418,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.019996776942008267,4.608170707523818,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.020359633796932175,4.636679847538469,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02044028534126006,4.66142082959413,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.020964370190289947,4.688925941288469,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.020964370190289947,4.714834220707418,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02076281642401795,4.739646156132219,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021045021734613825,4.765734870731831,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021045021734613825,4.789912803471093,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021165923956557937,4.81447258740663,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021165923956557937,4.84237061291933,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021165923956557937,4.864107902348043,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021730409672299486,4.889613731205468,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02148845503931582,4.9137569501996055,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02177066034991571,4.939278800785543,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02177066034991571,4.965100868046281,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021891637666405606,4.989893729984756,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021972289210729485,5.017142875492568,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.021972289210729485,5.040922553837306,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022456048287597362,5.06473236829043,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022133517204835463,5.090441520512106,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02229482029349138,5.115547187626368,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02229482029349138,5.141807945072656,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022456048287597362,5.1684642866253805,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02257702560408726,5.193523414433005,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02257702560408726,5.219667442142969,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022899556686845145,5.245164115726943,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022778579370355247,5.271883018314844,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022778579370355247,5.296963889896868,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.022980208231173034,5.323401649296281,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023141436225279012,5.348222739994531,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023101110453117146,5.375476463139056,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023101110453117146,5.4006420210003805,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02354461885236493,5.422710426151755,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023302664219385136,5.450434882938868,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023302664219385136,5.475125129520893,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02362519530214703,5.499236305058005,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023786498390798796,5.525246055424218,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023786498390798796,5.549944694340231,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.023907475707288694,5.573317725956443,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024471886328480446,5.59866791516543,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02431058323982868,5.62386399060488,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02431058323982868,5.648468406498431,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024592788550424557,5.672852714359755,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024471886328480446,5.698514182865618,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024471886328480446,5.7251228407025305,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024512212100646465,5.746757896244531,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024915319633182446,5.771293266117568,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024794417411242345,5.798093421757218,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.024794417411242345,5.820626457035543,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025197524943782332,5.845896537601943,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025278176488106208,5.869727332890031,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025278176488106208,5.893361289799218,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025278176488106208,5.91964112073183,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025721684887358005,5.944341666996481,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025721684887358005,5.968423469364643,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02552005602654022,5.994661338627344,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025802261337136097,6.017414863407618,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025882912881464125,6.042144782841206,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025882912881464125,6.068066795170306,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.025882912881464125,6.090607459843156,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02648764927481789,6.114516837894918,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02648764927481789,6.139206321537493,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0262860955085499,6.1636707380414055,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.026689278135635673,6.184616859257218,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.026689278135635673,6.212826545536518,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.026648952363473664,6.236747367680068,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.026527975046983766,6.260992439091206,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027092385668175664,6.286221702396868,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027092385668175664,6.3100025251507805,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.026769854585417776,6.33236008435488,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027294014528993448,6.359317786991594,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027294014528993448,6.38340912610293,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027334340301155457,6.40698166638613,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02725368875682743,6.431795509159568,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02725368875682743,6.454866035282618,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027939076694513232,6.480362708866593,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02749556829526144,6.502951820194719,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02749556829526144,6.52760010510683,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.027737447833695306,6.551541145145893,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0283018584548872,6.576698310673242,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02805997891645319,6.600537879765031,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02805997891645319,6.625012977421281,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02838250999921509,6.64864350110293,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.028342184227053223,6.671994788944718,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.028342184227053223,6.695069892704493,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0283018584548872,6.718502815067768,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.028906669942790758,6.74175949841738,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02838250999921509,6.766314704716206,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02838250999921509,6.788539893925193,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02898724639256885,6.810338599979881,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029027572164734873,6.83514252454043,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029027572164734873,6.858880622684955,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.028906669942790758,6.8830436781048805,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02955165701376476,6.907052619755268,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02955165701376476,6.930953224003318,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029269451703168883,6.954562385380268,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029753285874582543,6.978139503300193,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029672634330254657,7.000554664433006,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029672634330254657,7.0254463270306555,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.02955165701376476,7.047719581425193,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0301967191792844,7.071292884647844,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0301967191792844,7.094699104130268,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.029954839640850533,7.118209083378318,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.030317696495774295,7.141872413456443,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.030317696495774295,7.164529426395893,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.030358022267936307,7.191411598026756,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.030438673812264193,7.212200935184955,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.031043410205617957,7.239521797001368,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.031043410205617957,7.258280189335343,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.030640227578532183,7.281963355839255,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03116431242756207,7.30681000500918,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03116431242756207,7.329959876835344,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03116431242756207,7.355960853397844,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03112398665540006,7.37796479016543,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03172879814330376,7.402035529911518,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03172879814330376,7.427129371464256,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03148684351031995,7.448811347782618,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.031930351909571754,7.4748062208294925,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.031930351909571754,7.498481757938867,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03205125413151572,7.524228675663468,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03205125413151572,7.54647217541933,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03205125413151572,7.571237953007218,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03257541407509139,7.597400672733781,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.032172231448005614,7.6189483717083935,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0326963162970355,7.644322974979881,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.0326963162970355,7.667651374638081,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03277696784135938,7.695655830204492,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03277696784135938,7.717012794315818,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03277696784135938,7.740846259891993,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.033260802012773184,7.768841560184955,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.033220476240611176,7.792704017460343,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.033220476240611176,7.815261848270893,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.033260802012773184,7.841297157108781,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
0.03358333309553494,7.86683350354433,T105N06+1GFR085,0.6,+1G (upright),Test Run 65
